replicate,n,q,ENE,beta.mu,sigma,x.cor,model,train.oracle.rsq,model.rsq.test,model.rsq.Ey.test,model.mse.test,meanSStot,nme,n2fi1par,n2fi2par,execution.time,seed
1,1000,50,20,3,2,0.8,rf,0.977997116342969,0.744452716679755,0.764134636839028,49.1535272154093,170.662416688366,5,4,2,111.254580974579,10128
2,250,20,10,1,0.5,0,lasso,0.979158277828249,0.967535533329637,0.995632990778833,0.324580613441287,9.2621442808888,4,3,2,0.502691030502319,20001
2,1000,20,10,1,0.5,0,lasso,0.954282507801835,0.958910462202801,0.999612945024962,0.259768293111563,6.16925575201713,4,2,0,0.504312038421631,20002
2,250,50,10,1,0.5,0,lasso,0.988074617203631,0.982040607390504,0.997755806063168,0.333873812095174,16.2368334428201,7,5,4,1.1953980922699,20003
2,1000,50,10,1,0.5,0,lasso,0.946452340457694,0.952793103679778,0.999386104200379,0.260431262077437,5.28293130570496,3,2,0,2.98778796195984,20004
2,250,20,20,1,0.5,0,lasso,0.990823418323109,0.9877450822669,0.997417511209503,0.385668744709109,25.8064676598089,12,8,5,0.318335056304932,20005
2,1000,20,20,1,0.5,0,lasso,0.988053543660377,0.986774746584039,0.999411463737857,0.265634010038338,19.5330279306584,9,4,6,0.525871992111206,20006
2,250,50,20,1,0.5,0,lasso,0.970642710304625,0.970735325143989,0.991879895168194,0.445591800975544,11.3623663770281,7,0,4,1.16901683807373,20007
2,1000,50,20,1,0.5,0,lasso,0.988619686745599,0.986331141010769,0.998889130711865,0.286653543571679,20.0562886879893,11,4,5,2.76687598228455,20008
2,250,20,10,3,0.5,0,lasso,0.998288625990404,0.997573361360135,0.9996172392913,0.311894232245213,122.80217703297,6,2,6,0.183544874191284,20009
2,1000,20,10,3,0.5,0,lasso,0.992755153855573,0.99310015376871,0.999966008921047,0.256615206928256,36.7232034461729,2,2,0,0.465438842773438,20010
2,250,50,10,3,0.5,0,lasso,0.997628371290867,0.997319269582079,0.999245665427537,0.490109250931835,125.309792138229,7,2,5,0.904761075973511,20011
2,1000,50,10,3,0.5,0,lasso,0.999055579771204,0.998941691375642,0.999964994332702,0.319995843816212,243.997069055503,9,8,10,2.35696196556091,20012
2,250,20,20,3,0.5,0,lasso,0.998220038197871,0.997767886522332,0.99964486870946,0.304057488807231,133.54534578113,7,5,3,0.166448831558228,20013
2,1000,20,20,3,0.5,0,lasso,0.999010418915943,0.998910001017196,0.999965630265295,0.271228400747589,239.449849385895,12,9,6,0.270097970962524,20014
2,250,50,20,3,0.5,0,lasso,0.997558736295883,0.996774841032848,0.9994539348253,0.340293898174357,96.1293568618627,7,4,0,0.848092079162598,20015
2,1000,50,20,3,0.5,0,lasso,0.999170743866902,0.999168067843981,0.99994538977572,0.333286061237495,313.621382419374,16,12,7,2.34618091583252,20016
2,250,20,10,1,2,0,lasso,0.70682331314709,0.607321956448231,0.957958225727659,4.35695636513152,10.9499632795868,5,0,2,0.778403997421265,20017
2,1000,20,10,1,2,0,lasso,0.734737998203081,0.698245217328569,0.988151788693213,4.23354134183949,13.9202261930182,5,2,3,0.486379146575928,20018
2,250,50,10,1,2,0,lasso,0.691332682853884,0.580623172885486,0.826977049700699,5.97496053825655,13.5007406662884,5,3,1,1.15378499031067,20019
2,1000,50,10,1,2,0,lasso,0.515022708135824,0.481354850291207,0.986334697028509,4.18326603261113,7.97022757843444,4,0,0,5.14892196655273,20020
2,250,20,20,1,2,0,lasso,0.810011916618939,0.730461176985739,0.889282558207797,6.49974653731656,22.7038225130023,10,4,4,0.583068132400513,20021
2,1000,20,20,1,2,0,lasso,0.724191749379131,0.728643391520056,0.979247197275622,4.32585691256293,15.7251152930363,6,4,2,0.499332904815674,20022
2,250,50,20,1,2,0,lasso,0.789308097310617,0.669912935393455,0.900202683740743,5.37594271998631,15.9621281856836,9,2,1,1.06949090957642,20023
2,1000,50,20,1,2,0,lasso,0.880289203116654,0.865592417834602,0.990523633374311,4.56025286175792,31.6803833646353,14,9,5,4.09274911880493,20024
2,250,20,10,3,2,0,lasso,0.808362931227066,0.818987597536062,0.999087887569468,4.12395616189445,22.024239865156,2,0,0,0.597004890441895,20025
2,1000,20,10,3,2,0,lasso,0.942154395831156,0.938212111608089,0.998401673230651,4.11331161737613,66.3162728767004,5,1,1,0.491615056991577,20026
2,250,50,10,3,2,0,lasso,0.933089793498403,0.920852487763441,0.991080609350437,5.33032346683439,57.7090883056557,4,2,0,0.88654899597168,20027
2,1000,50,10,3,2,0,lasso,0.984720648507041,0.983152515721018,0.998634211449168,4.85909652711381,262.53675958021,11,5,12,2.61744499206543,20028
2,250,20,20,3,2,0,lasso,0.978718456541018,0.968681019181605,0.992558540167295,5.77853809969899,165.07142298111,12,2,4,0.349831819534302,20029
2,1000,20,20,3,2,0,lasso,0.974836893765543,0.973551662573762,0.999397606728096,4.48981064282477,163.344687350676,8,6,4,0.49760103225708,20030
2,250,50,20,3,2,0,lasso,0.989359549675667,0.973788837267551,0.989940170255416,8.57741882928311,247.810570560929,10,11,6,0.93168306350708,20031
2,1000,50,20,3,2,0,lasso,0.937463320162389,0.939659666414923,0.999582402071895,4.19653213047092,67.1637530869197,4,3,0,3.00383710861206,20032
2,250,20,10,1,0.5,0.8,lasso,0.994784775330129,0.993607755968808,0.999233126324362,0.29157515312854,44.5863710277261,6,4,4,0.289041996002197,20033
2,1000,20,10,1,0.5,0.8,lasso,0.977310873655174,0.979068190166336,0.999776706134555,0.252712577438455,12.0388952782211,4,0,1,0.538258075714111,20034
2,250,50,10,1,0.5,0.8,lasso,0.990626260003245,0.989253081241506,0.995733652370912,0.464644267893246,37.8761681239754,8,2,10,1.01275706291199,20035
2,1000,50,10,1,0.5,0.8,lasso,0.959220579882336,0.958247705890935,0.999942662785496,0.247330577121861,5.82904179087357,3,0,1,2.33318495750427,20036
2,250,20,20,1,0.5,0.8,lasso,0.99873376783652,0.99768790850445,0.99916259587704,0.385897495097825,166.097906261982,14,3,14,0.207318067550659,20037
2,1000,20,20,1,0.5,0.8,lasso,0.994730929954392,0.993259953458895,0.999864076157656,0.256195393614805,37.8180738319386,7,4,2,0.452776908874512,20038
2,250,50,20,1,0.5,0.8,lasso,0.991111242125773,0.99023833855328,0.996808313605924,0.401006604425833,37.2690031051342,9,5,4,0.938426971435547,20039
2,1000,50,20,1,0.5,0.8,lasso,0.994816315172892,0.994077166523233,0.999712728961594,0.267766216014295,43.808864296848,9,6,6,2.51366686820984,20040
2,250,20,10,3,0.5,0.8,lasso,0.99925951469083,0.999118251127858,0.99989960126565,0.373505988030946,318.860123349391,6,3,3,0.125584840774536,20041
2,1000,20,10,3,0.5,0.8,lasso,0.994585158626668,0.995204512810006,0.999946407413679,0.252837951456144,52.3550944811075,3,1,0,0.450432062149048,20042
2,250,50,10,3,0.5,0.8,lasso,0.999221202383039,0.999111204028085,0.999671711229308,0.799168421191422,449.606603820005,8,7,8,1.03544402122498,20043
2,1000,50,10,3,0.5,0.8,lasso,0.995513545571196,0.995392132980428,0.999985304373583,0.262373746928619,54.7206579819329,3,1,0,2.21560096740723,20044
2,250,20,20,3,0.5,0.8,lasso,0.999797039321122,0.999433447726328,0.999760202033844,0.936693280042226,744.442367968362,10,4,5,0.129563093185425,20045
2,1000,20,20,3,0.5,0.8,lasso,0.999801437393722,0.999513283629589,0.9997667650698,1.1585785302429,994.265138229113,12,5,8,0.266698837280273,20046
2,250,50,20,3,0.5,0.8,lasso,0.99967670092155,0.998907494380123,0.999258580231401,1.39153076838306,703.171428480871,16,9,6,0.961792945861816,20047
2,1000,50,20,3,0.5,0.8,lasso,0.999156650678433,0.999159001673093,0.999918267625074,0.389550868339402,318.272683288597,11,2,3,2.34218502044678,20048
2,250,20,10,1,2,0.8,lasso,0.553737301891189,0.528198755498973,0.958322766372475,4.35130499448434,9.02904420373643,3,0,1,2.85413789749146,20049
2,1000,20,10,1,2,0.8,lasso,0.696086130824135,0.6899067894671,0.991094851196988,4.01567776599711,12.9216019566682,3,1,1,0.795342922210693,20050
2,250,50,10,1,2,0.8,lasso,0.709573241444795,0.677785480421508,0.918063060133909,5.43037124527132,15.4453271766028,4,2,2,1.40042996406555,20051
2,1000,50,10,1,2,0.8,lasso,0.909513925316043,0.889529145948394,0.991585141317537,4.42701772025578,39.881428101779,8,4,7,2.88643193244934,20052
2,250,20,20,1,2,0.8,lasso,0.980257680855521,0.964996246303562,0.992086257098663,5.31470498629429,146.920547999025,13,7,11,0.64238715171814,20053
2,1000,20,20,1,2,0.8,lasso,0.789617279077259,0.797250673774268,0.992343553593041,4.17380670174535,20.416051980047,5,4,0,0.751492023468018,20054
2,250,50,20,1,2,0.8,lasso,0.796537393495573,0.773086451414604,0.96624560067346,5.32083709574794,20.3016226377267,7,1,3,1.26597285270691,20055
2,1000,50,20,1,2,0.8,lasso,0.944222324867838,0.933346105615303,0.993928642367047,4.50735778790766,66.7798120181903,12,7,9,2.94637203216553,20056
2,250,20,10,3,2,0.8,lasso,0.996137267359091,0.992880342310203,0.997986529517662,5.62200001775478,776.082280210014,8,7,7,0.314947128295898,20057
2,1000,20,10,3,2,0.8,lasso,0.98026767884742,0.979148812623289,0.99892332461006,4.21865251186521,201.672399354677,4,1,4,0.523250102996826,20058
2,250,50,10,3,2,0.8,lasso,0.933392001167735,0.898882803637609,0.993950896571757,4.29327183699128,42.1356507128828,3,1,0,0.878420114517212,20059
2,1000,50,10,3,2,0.8,lasso,0.880400550397324,0.881818239847842,0.998469032884692,4.23437869219009,34.7523347624601,3,0,0,2.63398385047913,20060
2,250,20,20,3,2,0.8,lasso,0.996499395023725,0.993176370377066,0.998632662250712,5.27084370096827,752.356245081158,9,6,7,0.315973043441772,20061
2,1000,20,20,3,2,0.8,lasso,0.997360845015929,0.997003893548162,0.999893683801005,4.09012651063777,1344.78774446338,15,3,10,0.297008037567139,20062
2,250,50,20,3,2,0.8,lasso,0.994073130846062,0.990562365983097,0.996394291824285,6.91789758146149,696.128248037898,12,8,8,0.963783979415894,20063
2,1000,50,20,3,2,0.8,lasso,0.992659494845768,0.992368551407477,0.999563326222196,4.55526251275287,559.157634581705,11,5,7,2.42096614837646,20064
2,250,20,10,1,0.5,0,rf,0.97395700959206,0.551129257298635,0.564882412820798,4.32631643586242,8.21409106365734,5,3,0,4.59415102005005,20065
2,1000,20,10,1,0.5,0,rf,0.953699865915002,0.833859886305162,0.872961372831265,1.08503239662377,5.29770077250943,4,1,0,30.5498268604279,20066
2,250,50,10,1,0.5,0,rf,0.980856123625387,0.399845168717928,0.408951332803693,7.90179258858794,12.2257103946943,6,3,3,10.8972909450531,20067
2,1000,50,10,1,0.5,0,rf,0.983537169074462,0.666005911097143,0.677593799561295,6.13066698939306,14.6089037443627,6,4,4,74.0893280506134,20068
2,250,20,20,1,0.5,0,rf,0.987616057675004,0.36920999506104,0.373213084317902,13.9448747593923,19.7169668934113,9,3,8,5.02383089065552,20069
2,1000,20,20,1,0.5,0,rf,0.989467914508296,0.619374324034113,0.625330206455814,11.7428991395399,22.1006976969683,13,4,5,28.3978161811829,20070
2,250,50,20,1,0.5,0,rf,0.976052915811802,0.604873082363923,0.623189857776312,5.08718670253181,9.2584648644632,6,1,2,9.96073389053345,20071
2,1000,50,20,1,0.5,0,rf,0.986650306674129,0.531899278339594,0.538535889693915,11.6052392054947,18.337484255196,10,6,2,63.9435250759125,20072
2,250,20,10,3,0.5,0,rf,0.998012399331417,0.520064253670689,0.520978529655436,60.0162527373302,108.278868018211,6,2,4,6.14719295501709,20073
2,1000,20,10,3,0.5,0,rf,0.996404868028954,0.705324243393463,0.7074687105702,27.3385196188169,76.7578860474605,4,4,1,47.2846858501434,20074
2,250,50,10,3,0.5,0,rf,0.996893910644806,0.435182899041302,0.435104483853204,61.9845413603411,97.569269004241,5,4,2,18.6659920215607,20075
2,1000,50,10,3,0.5,0,rf,0.994602713845886,0.774585015933311,0.778218427028959,15.3038590840456,55.1449019975999,3,2,1,155.295703887939,20076
2,250,20,20,3,0.5,0,rf,0.998860943324231,0.327618284763529,0.326870969989098,141.890698009996,200.688719595127,10,8,4,11.8234968185425,20077
2,1000,20,20,3,0.5,0,rf,0.9988160468164,0.582790157741737,0.583067105945545,105.306840466254,194.230621381429,11,7,4,70.4142229557037,20078
2,250,50,20,3,0.5,0,rf,0.998023580252868,0.48472140181137,0.485733806070766,75.9309376493809,118.54633480392,8,4,1,22.7655279636383,20079
2,1000,50,20,3,0.5,0,rf,0.998494703792325,0.614273780090333,0.615007886832708,89.3288482112281,159.400801650131,11,5,2,137.395704030991,20080
2,250,20,10,1,2,0,rf,0.828911581691998,0.321698886451506,0.394018546275619,15.7445820363652,21.9993269557406,6,5,7,11.6468689441681,20081
2,1000,20,10,1,2,0,rf,0.578336720342269,0.516657887564824,0.856371479658988,5.09713451212447,10.2279413783993,4,0,2,67.0432260036469,20082
2,250,50,10,1,2,0,rf,0.723492842043154,0.275913319172017,0.422286881530591,9.5641184638601,12.536595418762,5,3,1,25.0646750926971,20083
2,1000,50,10,1,2,0,rf,0.597554622152864,0.415545237867753,0.644953994825493,6.87697223743215,11.2205648875317,3,3,1,134.228198051453,20084
2,250,20,20,1,2,0,rf,0.859745210680169,0.218378682145907,0.2544989170563,21.6223908843862,25.8719617355679,9,8,5,8.0305449962616,20085
2,1000,20,20,1,2,0,rf,0.79942583273958,0.480349163581438,0.60116781128907,12.7006518564083,20.5945612784862,10,6,1,45.0540051460266,20086
2,250,50,20,1,2,0,rf,0.877176156105792,0.40897439740788,0.480070010295226,18.7174206251549,25.052833174491,13,1,7,16.450432062149,20087
2,1000,50,20,1,2,0,rf,0.776597123552377,0.514897846675665,0.679344812152721,9.75244014733638,16.5717226017447,8,1,4,101.022563934326,20088
2,250,20,10,3,2,0,rf,0.945507150646423,0.692329590783424,0.732279017983204,27.4898134627713,70.5408256499117,4,1,2,8.41032099723816,20089
2,1000,20,10,3,2,0,rf,0.970941514871599,0.669367972955691,0.688129194415367,58.2468337431472,139.787139455027,8,2,5,48.5813050270081,20090
2,250,50,10,3,2,0,rf,0.976551072440074,0.405589559756108,0.417991907795788,93.0569249969128,140.499493982938,7,5,3,17.116051197052,20091
2,1000,50,10,3,2,0,rf,0.943297632904673,0.700483347395302,0.7495489047395,21.9250085824884,63.8072561611627,3,3,1,112.234066963196,20092
2,250,20,20,3,2,0,rf,0.976973244023269,0.393527316044507,0.401913384607054,148.786356061888,204.649938238749,10,6,6,10.1552858352661,20093
2,1000,20,20,3,2,0,rf,0.965549705333384,0.655236635785265,0.673966387257807,63.5205516528164,134.1978752662,7,5,2,57.5234570503235,20094
2,250,50,20,3,2,0,rf,0.964678067928995,0.551281864675472,0.573804918657779,72.3266324657699,113.600146634497,9,2,1,24.1408200263977,20095
2,1000,50,20,3,2,0,rf,0.982283502812622,0.623821178131966,0.635058194448244,128.566404662102,224.424237735337,12,4,8,158.738950014114,20096
2,250,20,10,1,0.5,0.8,rf,0.986493405572074,0.84261373395951,0.855779624453191,3.39818299827092,17.4418465529905,5,2,1,17.732558965683,20097
2,1000,20,10,1,0.5,0.8,rf,0.979597139640612,0.939856736671611,0.959973025037683,0.812776949272435,11.8464750408123,5,0,0,70.3122279644012,20098
2,250,50,10,1,0.5,0.8,rf,0.962873072135563,0.668672824298323,0.694899549587201,2.78567727130743,7.13117316093696,4,1,1,29.0066101551056,20099
2,1000,50,10,1,0.5,0.8,rf,0.994147190826897,0.723679038510932,0.728522561352674,11.7727832411094,35.6837595361047,9,1,10,139.469302177429,20100
2,250,20,20,1,0.5,0.8,rf,0.997482938597884,0.823566609104505,0.825860866182769,27.8379783839929,100.900088575196,9,8,6,9.25779294967651,20101
2,1000,20,20,1,0.5,0.8,rf,0.995541318389085,0.895786486256174,0.900177207026751,6.50856813275957,53.2940005633173,10,5,2,47.6167697906494,20102
2,250,50,20,1,0.5,0.8,rf,0.993283207438077,0.759035832661568,0.7675876936772,9.11458677368372,27.061673282618,10,4,1,14.5538430213928,20103
2,1000,50,20,1,0.5,0.8,rf,0.993842399328312,0.825644959357378,0.831749080045275,8.62773459518674,38.7569914366433,11,4,3,121.455260038376,20104
2,250,20,10,3,0.5,0.8,rf,0.996386906230596,0.782324948927135,0.785871065026465,17.5938572679787,68.5609708942703,3,2,0,8.69303202629089,20105
2,1000,20,10,3,0.5,0.8,rf,0.998644435359176,0.881075066118294,0.882267168356914,37.8180239233546,218.949423201338,5,2,4,62.2275161743164,20106
2,250,50,10,3,0.5,0.8,rf,0.996392302472078,0.849303002712842,0.85273365015475,13.0678330067676,66.2190360961731,5,0,0,15.3693649768829,20107
2,1000,50,10,3,0.5,0.8,rf,0.998250821887467,0.796900914582289,0.798483199250116,37.1809545697275,137.467708221087,5,3,2,136.545437097549,20108
2,250,20,20,3,0.5,0.8,rf,0.999852462313789,0.788175704405107,0.788533669340061,309.239380684781,1148.49556847326,10,11,7,9.68377208709717,20109
2,1000,20,20,3,0.5,0.8,rf,0.999674568639493,0.902036990432692,0.902321193159632,117.646229512612,866.128084943647,13,6,4,49.0661649703979,20110
2,250,50,20,3,0.5,0.8,rf,0.998276412909364,0.667326617080301,0.668631070013261,60.0478863352656,148.072282062979,6,4,0,17.4578092098236,20111
2,1000,50,20,3,0.5,0.8,rf,0.999307085150628,0.760105463157044,0.760604555472506,108.949719135688,358.754671393948,11,5,6,111.427170038223,20112
2,250,20,10,1,2,0.8,rf,0.945345545121829,0.652775604908939,0.693324833729163,27.586390910006,68.5568324703145,6,5,7,10.5818572044373,20113
2,1000,20,10,1,2,0.8,rf,0.879242559072658,0.753746064938495,0.858109531526639,9.70354947807552,33.541783058118,5,5,3,65.3925199508667,20114
2,250,50,10,1,2,0.8,rf,0.668225042018285,0.320020818882109,0.573357916079304,6.40431777107651,9.33794684680367,3,2,0,24.2346968650818,20115
2,1000,50,10,1,2,0.8,rf,0.902633758214579,0.7113039281513,0.780229713709816,15.9419427033801,47.1599715845017,9,1,8,110.33570599556,20116
2,250,20,20,1,2,0.8,rf,0.963926110265439,0.878000880081369,0.91210969844513,20.0801545878706,106.376140700226,15,5,3,7.09196090698242,20117
2,1000,20,20,1,2,0.8,rf,0.97434241497465,0.851730832517195,0.877144473870005,27.2068772165217,141.366532058472,13,7,11,55.369640827179,20118
2,250,50,20,1,2,0.8,rf,0.955140185044332,0.605433704213207,0.648729576224479,30.5457504359212,62.0559822743274,13,8,7,17.7000961303711,20119
2,1000,50,20,1,2,0.8,rf,0.800648328739952,0.624972462129133,0.772946879512579,8.68039646769048,20.6371855487102,6,4,2,108.50398516655,20120
2,250,20,10,3,2,0.8,rf,0.987202476730283,0.831358277037187,0.842794312026612,55.9118029019139,286.767925913412,6,3,2,8.0735068321228,20121
2,1000,20,10,3,2,0.8,rf,0.969349929130099,0.877937576875716,0.907101252222854,18.5952076515871,127.147833567931,4,3,0,50.0932400226593,20122
2,250,50,10,3,2,0.8,rf,0.738764353114158,0.662321159061795,0.963503730882858,4.57428812487318,12.8166866946313,1,0,0,17.8392100334167,20123
2,1000,50,10,3,2,0.8,rf,0.963155991006774,0.824340400795776,0.855730371409861,21.1771995794112,106.675840477551,4,3,0,97.1592190265656,20124
2,250,20,20,3,2,0.8,rf,0.991595466227869,0.803787895554357,0.811829046151293,117.642167917357,452.765002966494,9,2,5,7.99028921127319,20125
2,1000,20,20,3,2,0.8,rf,0.993211633713394,0.908322582036595,0.914556225152249,71.7141500865272,581.933613842819,10,2,6,47.4549949169159,20126
2,250,50,20,3,2,0.8,rf,0.98214121674072,0.676689026559719,0.690208848082631,76.8073492899512,192.965657867022,8,3,2,16.6604630947113,20127
2,1000,50,20,3,2,0.8,rf,0.972361135156776,0.663891290516252,0.682611180652733,53.4789261486974,143.315026776956,6,4,2,118.024309873581,20128
